GeneId,GeneSym,mRNA concentrationa in AU/µg DCW at µ=0.10 h-1,mRNA concentrationa in AU/µg DCW at µ=0.20 h-1,mRNA concentrationa in AU/µg DCW at µ=0.40 h-1,mRNA concentrationa in AU/µg DCW at µ=0.63 h-1,mRNA half-lifea in min at µ=0.10 h-1,mRNA half-lifea in min at µ=0.20 h-1,mRNA half-lifea in min at µ=0.40 h-1,mRNA half-lifea in min at µ=0.63 h-1,Gene in Operonb?,Number of genes in operonb,Position in operonb,Gene is essentialc? ,COGd,Cell location of gene productd,length of ORFe in bp,%GC of ORF,length of 5'UTRf in bp,%GC of 5'UTR,length of ORF+5'UTR in bp,%GC of ORF+5'UTR,CAI of ORF,Protein with signal peptided?
b0176,rseP,2155.38,2450.88,4806.99,6466.56,3.12,2.46,1.86,1.62,No,1,NA,Yes,[M] Cell wall/membrane/envelope biogenesis,Integral Membrane Protein,1353,0.51,387,0.5,1740,0.51,0.32,No
b0177,bamA,10231.13,11497.41,20657.15,19939.91,2.12,1.87,1.7,1.46,Yes,8,1,Yes,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,2433,0.51,356,0.49,2789,0.5,0.54,Yes
b0178,skp,13890.26,19564.43,23769.22,29152.28,2.68,2.48,2.79,3.46,Yes,8,2,No,[M] Cell wall/membrane/envelope biogenesis,Periplasmic,486,0.5,83,0.49,569,0.5,0.68,Yes
b0179,lpxD,5685.31,7882.17,12871.56,15531.31,2.29,2,1.89,2.07,Yes,8,3,Yes,[M] Cell wall/membrane/envelope biogenesis,Cytoplasmic,1026,0.53,NA,NA,NA,NA,0.45,No
b0180,fabZ,3473.29,5648.86,9922.27,12226.48,2.7,2.21,2.06,2.67,Yes,8,4,Yes,[I] Lipid transport and metabolism,Cytoplasmic,456,0.5,617,0.51,1073,0.51,0.52,No
b0181,lpxA,5884.25,7270.64,14576.79,16396.53,2.52,2.41,2.21,2.84,Yes,8,5,Yes,[M] Cell wall/membrane/envelope biogenesis,Cytoplasmic,789,0.53,451,0.51,1240,0.52,0.48,No
b0182,lpxB,1632.53,2903.66,5507.3,4820.23,3.48,2.63,2.25,2.41,Yes,8,6,Yes,[M] Cell wall/membrane/envelope biogenesis,Cytoplasmic,1149,0.54,NA,NA,NA,NA,0.38,No
b0183,rnhB,525.04,921.18,2491.39,2977.95,6.28,4.23,3.06,3.15,Yes,8,7,No,"[L] Replication, recombination and repair",Cytoplasmic,597,0.57,NA,NA,NA,NA,0.44,No
b0184,dnaE,1188.31,2031.79,3657.62,5283.87,4.08,3.46,2.85,3.9,Yes,8,8,Yes,"[L] Replication, recombination and repair",Cytoplasmic,3483,0.55,NA,NA,NA,NA,0.44,No
b0185,accA,5635.16,6951.92,14157.03,15195.38,2.47,2.09,1.75,2.1,No,1,NA,Yes,[I] Lipid transport and metabolism,Unknown,960,0.52,345,0.53,1305,0.53,0.59,No
b0186,ldcC,1195.25,995.46,1396.3,2101.31,3.43,3.2,2.98,2.69,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,2142,0.51,21,0.48,2163,0.51,0.36,No
b0187,yaeR,798.8,1030.69,1496.56,1889.9,4.18,3.19,2.84,2.81,No,1,NA,No,NA,Cytoplasmic,390,0.51,NA,NA,NA,NA,0.42,No
b0188,tilS,554.33,933.94,1468.5,1794.62,5.25,3.52,2.73,2.64,No,1,NA,Yes,"[D] Cell cycle control, cell division, chromosome partitioning",Cytoplasmic,1299,0.58,25,0.4,1324,0.58,0.31,No
b0189,rof,448.33,521.56,649.19,919.77,5.73,4.73,4.8,3.73,Yes,2,2,No,[K] Transcription,Cytoplasmic,255,0.48,NA,NA,NA,NA,0.41,No
b0190,yaeQ,1524.9,2287.22,4397.16,5520.1,3.33,2.43,1.79,1.66,Yes,3,1,No,[S] Function unknown,Cytoplasmic,546,0.52,20,0.35,566,0.52,0.38,No
b0191,yaeJ,588.28,1062.99,1445.24,2051.98,5.2,3.23,2.68,2.43,Yes,3,2,No,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,423,0.54,513,0.53,936,0.54,0.31,No
b0192,nlpE,857.13,1334,1301.75,2102.26,4.07,2.77,2.74,2.26,Yes,3,3,No,[M] Cell wall/membrane/envelope biogenesis,Outer membrane Lipoprotein,711,0.52,NA,NA,NA,NA,0.38,No
b0194,proS,3540.19,6147.17,11193.93,9793.94,2.56,1.74,1.42,2.41,No,1,NA,Yes,"[J] Translation, ribosomal structure and biogenesis",Cytoplasmic,1719,0.55,213,0.48,1932,0.54,0.62,No
b0195,yaeB,536.5,1268.4,1893.58,2913.72,5.66,3.3,2.51,2.19,Yes,2,2,No,[S] Function unknown,Cytoplasmic,708,0.55,397,0.54,1105,0.55,0.4,No
b0196,rcsF,5563.28,6812.44,11240.68,12653.94,2.25,1.86,1.49,1.44,Yes,2,1,No,NA,Outer membrane Lipoprotein,405,0.53,77,0.4,482,0.51,0.39,No
b0197,metQ,24068.27,28436.6,38699.74,55819.11,3.35,4.03,3.69,3.52,Yes,3,3,No,[P] Inorganic ion transport and metabolism,Membrane Lipoprotein,816,0.49,80,0.48,896,0.49,0.6,No
b0198,metI,10739.72,15595.97,25389.44,31225.22,2.02,1.59,1.3,1.01,Yes,3,2,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,654,0.52,8,0.5,662,0.52,0.47,No
b0199,metN,12791.4,17650.85,26225.56,28097.42,1.86,1.43,1.07,1.01,Yes,3,1,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,1032,0.53,69,0.42,1101,0.52,0.44,No
b0200,gmhB,2823.97,3617,5333.97,8256.8,2.64,2.05,1.69,1.47,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,576,0.5,NA,NA,NA,NA,0.43,No
b0207,dkgB,766.23,920.37,1018.89,1432.37,4.53,3.35,3.74,2.99,No,1,NA,No,[R] General function prediction only,Cytoplasmic,804,0.46,103,0.39,907,0.45,0.5,No
b0208,yafC,629.74,775.94,1133.92,1397.13,5,3.87,3.33,3.11,No,1,NA,No,[K] Transcription,Cytoplasmic,915,0.5,415,0.44,1330,0.48,0.28,No
b0209,yafD,2033.65,2769.96,4415.14,4624.29,2.98,2.32,1.79,1.86,Yes,2,1,No,[S] Function unknown,Cytoplasmic,801,0.53,50,0.48,851,0.52,0.31,No
b0210,yafE,184.86,237.24,322.12,405.39,12.3,8.01,8.27,5.78,Yes,2,2,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,624,0.49,578,0.53,1202,0.51,0.32,No
b0211,mltD,1593.98,2014.83,3258.13,3196.97,3.27,2.51,1.96,2.05,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Outer membrane Lipoprotein,1359,0.52,NA,NA,NA,NA,0.39,Yes
b0212,gloB,498.4,801.64,450.95,1152.84,6.09,4.24,7.69,4.59,No,1,NA,No,[R] General function prediction only,Cytoplasmic,756,0.4,NA,NA,NA,NA,0.26,No
b0213,yafS,505.76,950.83,906.77,1264.55,5.64,3.49,3.67,3.14,No,1,NA,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,723,0.49,31,0.45,754,0.49,0.27,No
b0214,rnhA,264.97,427.68,573.44,1051.22,8.5,5.32,5.08,3.49,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,468,0.5,670,0.49,1138,0.5,0.44,No
b0215,dnaQ,1108.12,1481.2,1536.01,2122.93,3.97,3.01,2.76,2.58,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,732,0.5,46,0.37,778,0.49,0.36,No
b0219,yafV,359.97,289.12,572.34,519.13,6.51,6.4,4.68,5.58,No,1,NA,No,[R] General function prediction only,Cytoplasmic,771,0.55,27,0.48,798,0.55,0.34,No
b0221,fadE,8428.13,7494.26,5664.07,2223.31,3.58,4.43,5.17,5.57,No,1,NA,No,[I] Lipid transport and metabolism,Integral Membrane Protein,2445,0.57,NA,NA,NA,NA,0.46,Yes
b0222,lpcA,2746.29,4000.23,6131.87,4682.15,2.81,1.95,1.67,1.7,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,579,0.51,143,0.44,722,0.5,0.55,No
b0223,yafJ,1820.02,2456.9,4063.46,3491.6,3.04,2.19,1.89,1.93,No,1,NA,No,[R] General function prediction only,Cytoplasmic,768,0.54,NA,NA,NA,NA,0.37,No
b0224,yafK,4109.13,4759.95,6841.97,9773.77,2.34,1.93,1.55,1.36,No,1,NA,No,[S] Function unknown,Unknown,741,0.48,79,0.44,820,0.48,0.44,No
b0228,yafM,471.45,519.52,636.04,969.61,5.73,4.62,4.84,3.9,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,498,0.45,NA,NA,NA,NA,0.26,No
b0231,dinB,1264.69,1656.07,2323.74,2355.68,3.68,2.82,2.32,2.49,Yes,4,1,No,"[L] Replication, recombination and repair",Cytoplasmic,1056,0.54,17,0.53,1073,0.54,0.37,No
b0237,pepD,4368.88,7010.17,10737.52,10028.02,2.38,2.32,2.25,2.9,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1458,0.51,91,0.46,1549,0.51,0.59,No
b0238,gpt,1707.34,2914.45,4110.26,6210,3.42,2.24,1.64,1.71,No,1,NA,No,[F] Nucleotide transport and metabolism,Cytoplasmic,459,0.52,59,0.44,518,0.51,0.6,No
b0239,frsA,1251.09,1527.79,2898.95,2960.8,3.41,2.63,2.01,2.07,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1245,0.54,25,0.48,1270,0.54,0.4,No
b0240,crl,3647.78,5825.37,6007.34,8918.65,2.47,1.97,1.82,2.37,No,1,NA,No,NA,Cytoplasmic,402,0.5,19,0.42,421,0.5,0.48,No
b0242,proB,6480.41,10266.85,17138.94,18412.92,2.02,1.45,1.19,1.09,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,1104,0.56,151,0.46,1255,0.55,0.43,No
b0243,proA,4672.42,5941.72,10350.5,12873.26,2.19,1.65,1.41,1.38,Yes,2,2,No,[E] Amino acid transport and metabolism,Cytoplasmic,1254,0.54,NA,NA,NA,NA,0.46,No
b0245,ykfI,85.7,123.74,243.17,271.84,18.01,13.46,10.56,8.65,Yes,8,8,No,NA,Cytoplasmic,342,0.51,NA,NA,NA,NA,0.29,No
b0246,yafW,201.22,345.09,630.06,552.58,9.44,7.42,5.85,6.14,Yes,8,7,No,NA,Cytoplasmic,318,0.57,NA,NA,NA,NA,0.41,No
b0247,ykfG,62.2,96.8,157.48,127.2,30.05,16.88,15.65,18.76,Yes,8,5,No,"[L] Replication, recombination and repair",Cytoplasmic,477,0.58,NA,NA,NA,NA,0.3,No
b0248,yafX,1266.98,1454.69,2342.45,2408.91,3.66,3.18,2.56,2.42,Yes,8,4,No,NA,Cytoplasmic,459,0.56,NA,NA,NA,NA,0.44,No
b0249,ykfF,526.41,930.44,1404.51,1094.94,5.74,4.43,3.74,4.06,Yes,8,3,No,NA,Periplasmic,240,0.59,527,0.53,767,0.55,0.36,No
b0251,yafY,1058.69,4169.39,6364.42,4365.81,5.43,7.3,7.48,2.98,Yes,8,1,No,NA,Inner membrane Lipoprotein,444,0.51,209,0.56,653,0.53,0.42,No
b0252,yafZ,134.44,183.51,218.99,204.8,15.45,13.47,13.87,18.86,Yes,2,2,No,NA,Cytoplasmic,822,0.58,NA,NA,NA,NA,0.32,No
b0253,ykfA,573.34,495.65,578.47,375.6,5.34,5.38,5.36,6.7,Yes,2,1,No,NA,Cytoplasmic,864,0.57,506,0.42,1370,0.51,0.31,No
b0258,ykfC,373.82,454.08,736.75,623.35,6.37,5.29,4.76,4.9,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,1146,0.55,647,0.55,1793,0.55,0.25,No
b0259,insH_1,32065.83,49341.05,56387.19,49748.98,2.4,3.31,2.5,2.2,No,1,NA,No,"[L] Replication, recombination and repair",Unknown,1017,0.55,NA,NA,NA,NA,0.37,No
b0260,mmuP,3260.56,2519.59,5919.91,8152.94,2.66,2.31,1.5,1.42,Yes,2,1,No,NA,Integral Membrane Protein,1404,0.55,39,0.33,1443,0.54,0.36,No
b0261,mmuM,3767.82,3481.74,5937.06,5502.16,2.52,2.13,1.7,1.54,Yes,2,2,No,[E] Amino acid transport and metabolism,Cytoplasmic,933,0.6,485,0.56,1418,0.59,0.39,No
b0262,afuC,81.82,97.29,197.88,158.27,21,14.54,11.49,12.47,Yes,5,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1047,0.56,NA,NA,NA,NA,0.44,No
b0264,insB_2,834.57,1763.74,2296.13,2426.95,4.35,2.96,2.57,2.44,Yes,5,NA,No,"[L] Replication, recombination and repair",Unknown,504,0.55,NA,NA,NA,NA,0.28,No
b0265,insA_2,5621.86,6041.41,6545.65,7399.45,2.25,2,1.93,1.63,Yes,5,NA,No,"[L] Replication, recombination and repair",Unknown,276,0.53,NA,NA,NA,NA,0.38,No
b0266,yagB,311.57,552.06,539.25,521.99,7.26,4.75,4.84,5.51,Yes,3,2,No,NA,Cytoplasmic,351,0.51,NA,NA,NA,NA,0.3,No
b0268,yagE,395.19,560.05,774.23,326.61,6.09,4.07,4.06,7.62,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,909,0.62,NA,NA,NA,NA,0.45,No
b0269,yagF,312.29,707.14,758.73,386.78,7.65,4.69,4.52,8.6,Yes,2,2,No,[E] Amino acid transport and metabolism,Cytoplasmic,1968,0.67,NA,NA,NA,NA,0.43,No
b0270,yagG,359.86,383.87,485.38,360.37,9.47,12.12,11.02,12.32,Yes,2,1,Yes,[G] Carbohydrate transport and metabolism,Integral Membrane Protein,1383,0.62,NA,NA,NA,NA,0.45,No
b0271,yagH,295.41,450.35,604.91,340.34,12.86,12.56,12.33,13.59,Yes,2,2,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,1611,0.64,NA,NA,NA,NA,0.47,No
b0272,yagI,1210.5,2192.22,3575.05,3021.6,3.85,2.84,2.08,2.25,No,1,NA,No,[K] Transcription,Cytoplasmic,759,0.63,26,0.5,785,0.63,0.4,No
b0273,argF,5955.32,6173.11,13787.67,15723.75,2.14,1.91,1.36,1.57,No,1,NA,No,[E] Amino acid transport and metabolism,Cytoplasmic,1005,0.59,35,0.43,1040,0.58,0.45,No
b0282,yagP,94.1,109.86,177.24,232.92,14.28,11.81,10.98,9.78,No,1,NA,No,[K] Transcription,Cytoplasmic,411,0.53,51,0.59,462,0.53,0.29,No
b0283,paoD,204.69,205.49,311.6,288.38,8.97,9.8,9.38,9.06,Yes,4,4,No,"[O] Posttranslational modification, protein turnover, chaperones",Cytoplasmic,957,0.6,207,0.56,1164,0.59,0.29,No
b0284,paoC,325.38,332.24,431.15,448.91,6.63,7.33,7.34,7.51,Yes,4,3,No,[C] Energy production and conversion,Cytoplasmic,2199,0.59,NA,NA,NA,NA,0.37,No
b0285,paoB,107.38,114.61,132.67,133.58,15.55,14.2,17,15.06,Yes,4,2,No,[C] Energy production and conversion,Cytoplasmic,957,0.61,NA,NA,NA,NA,0.35,No
b0287,yagU,1632.67,3348.72,4805.64,21731.51,3.63,3.23,3.02,5.12,No,1,NA,No,[S] Function unknown,Integral Membrane Protein,615,0.45,17,0.47,632,0.45,0.28,No
b0289,yagV,139.88,200.97,260.24,286.44,13.29,8.78,9.52,9.23,Yes,4,4,No,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,Yes
b0290,yagW,173.93,243.98,355.16,368.38,11.1,7.65,7.63,6.71,Yes,4,3,No,NA,Periplasmic,NA,NA,NA,NA,NA,NA,NA,No
b0291,yagX,97.04,142.26,210.86,198.23,19,13.65,11.97,14.75,Yes,4,2,No,NA,Periplasmic,NA,NA,NA,NA,NA,NA,NA,Yes
b0292,matC,81.98,156.16,217.44,193.37,20.07,10.88,10.08,12.29,Yes,4,1,No,NA,Periplasmic,NA,NA,NA,NA,NA,NA,NA,No
b0293,matB,84.04,118.34,242.34,176.58,37.45,22.36,18.16,18.5,No,1,NA,No,NA,Periplasmic,588,0.53,NA,NA,NA,NA,0.49,Yes
b0298,insE,1050.79,1669.02,1970.6,1953.84,7.17,4.95,4.25,3.91,Yes,4,NA,No,"[L] Replication, recombination and repair",Unknown,309,0.5,NA,NA,NA,NA,0.43,No
b0299,insF,777.08,1420.67,1551.18,1269.83,7.73,4.69,4.5,4.66,Yes,4,NA,No,"[L] Replication, recombination and repair",Unknown,867,0.55,NA,NA,NA,NA,0.33,No
b0301,ykgB,280.6,438.93,348.63,692.54,8.81,7.92,9.98,6.88,Yes,2,2,No,[S] Function unknown,Integral Membrane Protein,594,0.45,NA,NA,NA,NA,0.32,No
b0304,ykgC,392.08,354.67,242.98,522.98,6.88,7.21,14.48,9.37,No,1,NA,No,[C] Energy production and conversion,Cytoplasmic,1326,0.46,NA,NA,NA,NA,0.3,No
b0305,ykgD,74.73,90.41,106.82,119.12,17.73,13.18,13.97,14.76,No,1,NA,No,[K] Transcription,Cytoplasmic,855,0.51,NA,NA,NA,NA,0.26,No
b0307,ykgF,1702.7,1769.44,1295.59,1045,3.04,2.58,3.15,4.47,Yes,3,2,No,[C] Energy production and conversion,Cytoplasmic,1428,0.5,NA,NA,NA,NA,0.35,No
b0308,ykgG,1088.25,1041.23,568.59,715.76,3.73,3.79,5.69,5.49,Yes,3,3,No,NA,Cytoplasmic,696,0.52,NA,NA,NA,NA,0.36,No
b0311,betA,213.87,508.54,838.22,798.48,8.29,4.78,4.32,4.19,Yes,3,3,No,[E] Amino acid transport and metabolism,Cytoplasmic,1671,0.57,NA,NA,NA,NA,0.46,No
b0312,betB,799.22,1768.27,3178.2,3234.3,4.09,2.6,2.03,2.06,Yes,3,2,No,[C] Energy production and conversion,Cytoplasmic,1473,0.58,NA,NA,NA,NA,0.5,No
b0313,betI,256.29,624.29,971.08,1171.66,7.92,4.13,3.27,3.19,Yes,3,1,No,NA,Cytoplasmic,588,0.57,27,0.52,615,0.57,0.37,No
b0314,betT,383.36,513.02,867.69,1088.92,6.28,4.42,3.45,3.3,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Integral Membrane Protein,2034,0.55,NA,NA,NA,NA,0.38,No
b0316,yahB,488.94,601.01,753.95,887.42,5.85,4.44,4.17,4.24,No,1,NA,No,[K] Transcription,Periplasmic,933,0.49,NA,NA,NA,NA,0.37,No
b0323,yahI,100.82,137.67,216.23,159.55,20.85,12.7,12.8,19.97,Yes,2,1,No,[E] Amino acid transport and metabolism,Cytoplasmic,951,0.56,NA,NA,NA,NA,0.42,No
b0324,yahJ,257.83,351.07,570.51,598.92,8.21,6.33,5.39,6.56,Yes,2,2,No,[F] Nucleotide transport and metabolism,Periplasmic,1383,0.56,NA,NA,NA,NA,0.46,Yes
b0325,yahK,7492.02,4694.81,6777.63,7622.23,3.12,3.73,4.57,3.51,No,1,NA,No,[R] General function prediction only,Cytoplasmic,1050,0.53,NA,NA,NA,NA,0.4,No
b0337,codA,1386.7,3038.89,8701.33,12301.56,3.19,2.06,1.49,4.1,Yes,2,2,No,[F] Nucleotide transport and metabolism,Cytoplasmic,1284,0.53,NA,NA,NA,NA,0.39,No
b0338,cynR,379.05,697.59,1024.92,1097.3,6.76,3.87,3.22,4.28,No,1,NA,No,[K] Transcription,Cytoplasmic,900,0.55,24,0.33,924,0.54,0.26,No
b0339,cynT,896.26,417.1,317.67,332.06,4.04,5.48,6.92,8.78,Yes,3,1,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,660,0.57,NA,NA,NA,NA,0.38,No
b0340,cynS,1078.65,459.97,326.88,285.15,4.92,6.83,8.59,9.25,Yes,3,2,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,471,0.51,NA,NA,NA,NA,0.43,No
b0341,cynX,411.15,261.32,228.1,180.57,6.51,8.02,11.45,13.57,Yes,3,3,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,1155,0.59,NA,NA,NA,NA,0.33,No
b0343,lacY,162.85,146.73,166.65,145.97,11,10.63,14.35,14.98,Yes,3,2,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1254,0.46,NA,NA,NA,NA,0.4,No
b0344,lacZ,122.9,225.94,254.88,135.43,13.69,8.59,10.63,14.54,Yes,3,1,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,3075,0.56,NA,NA,NA,NA,0.42,No
b0345,lacI,1337.58,2131.36,2290.43,1836.38,3.5,2.57,2.47,2.69,Yes,2,2,No,NA,Cytoplasmic,1083,0.56,28,0.46,1111,0.56,0.36,No
b0346,mhpR,7176.81,6824.36,4587.95,2966.4,2.12,1.93,2.62,2.11,Yes,2,1,No,[K] Transcription,Cytoplasmic,834,0.56,NA,NA,NA,NA,0.33,No
b0347,mhpA,161.01,201.73,233.08,165.33,13.38,10.31,10.44,13.99,Yes,6,1,No,[C] Energy production and conversion,Cytoplasmic,1665,0.57,18,0.5,1683,0.57,0.45,No
b0348,mhpB,139.69,233.18,257.46,235.82,12.19,7.92,8.87,10.28,Yes,6,2,No,NA,Unknown,945,0.58,NA,NA,NA,NA,0.34,No
b0349,mhpC,214.42,587.53,736.16,589.13,9.25,6.12,6.24,10.44,Yes,6,3,No,NA,Cytoplasmic,867,0.55,NA,NA,NA,NA,0.47,No
b0350,mhpD,178.19,367.97,605.45,538.31,11.04,7.43,6.74,9.28,Yes,6,4,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,810,0.55,NA,NA,NA,NA,0.38,No
b0351,mhpF,150.46,322.14,560.9,478.88,11.29,6.23,6.29,7.85,Yes,6,5,No,[E] Amino acid transport and metabolism,Unknown,951,0.54,NA,NA,NA,NA,0.42,No
b0352,mhpE,217.54,441,844.71,716.13,9.3,5.8,5.28,6.27,Yes,6,6,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,1014,0.57,NA,NA,NA,NA,0.43,No
b0353,mhpT,183.92,199.18,277.13,211.25,10.04,11.74,10.47,12.46,No,1,NA,No,[E] Amino acid transport and metabolism,Integral Membrane Protein,1212,0.57,576,0.58,1788,0.57,0.27,No
b0354,yaiL,662.75,1210.9,1472.86,2427.22,4.76,2.88,2.75,2.24,No,1,NA,No,NA,Cytoplasmic,540,0.48,NA,NA,NA,NA,0.37,No
b0355,frmB,152.18,397.61,535.56,657.92,13.83,8.01,6.91,8.61,Yes,3,3,No,[R] General function prediction only,Cytoplasmic,834,0.49,NA,NA,NA,NA,0.37,No
b0356,frmA,4818.79,5811.87,8991.05,9078.82,4.31,6.4,4.14,9.64,Yes,3,2,No,[C] Energy production and conversion,Cytoplasmic,1110,0.54,18,0.5,1128,0.54,0.54,No
b0360,insC,1654.59,2086.88,2583.67,3085.89,3.32,2.58,2.4,2.29,Yes,3,NA,No,"[L] Replication, recombination and repair",Unknown,411,0.51,NA,NA,NA,NA,0.22,No
b0361,insD_1,2880.45,4709.8,5643.25,7065.13,2.74,2.08,1.89,1.72,Yes,3,NA,No,"[L] Replication, recombination and repair",Unknown,906,0.55,NA,NA,NA,NA,0.27,No
b0365,tauA,1033.28,1721.22,1586.7,1451.82,4.03,3.46,3.54,3.32,Yes,4,1,No,[P] Inorganic ion transport and metabolism,Periplasmic,963,0.56,NA,NA,NA,NA,0.46,Yes
b0366,tauB,843.46,1094.44,1247.68,1277.99,4.25,3.78,3.98,3.46,Yes,4,2,No,[P] Inorganic ion transport and metabolism,Cytoplasmic,768,0.56,NA,NA,NA,NA,0.39,No
b0367,tauC,316.99,442.06,517.48,507.51,6.85,5.96,6.16,5.28,Yes,4,3,No,[P] Inorganic ion transport and metabolism,Integral Membrane Protein,828,0.57,NA,NA,NA,NA,0.31,No
b0368,tauD,395.69,618.88,781.08,595.41,6.05,5.11,6.21,5.11,Yes,4,4,No,"[Q] Secondary metabolites biosynthesis, transport and catabolism",Cytoplasmic,852,0.54,NA,NA,NA,NA,0.35,No
b0369,hemB,1557.71,2766.36,4116.73,4853.87,3.44,2.63,2.1,2.13,No,1,NA,Yes,NA,Cytoplasmic,975,0.54,27,0.52,1002,0.54,0.48,No
b0376,ampH,1981.85,1842.15,2745.8,2636.69,2.98,2.59,2,2.18,No,1,NA,No,[V] Defense mechanisms,Periplasmic,1158,0.55,36,0.47,1194,0.55,0.37,Yes
b0377,sbmA,446.48,490.44,617.14,695.01,5.57,4.27,4.12,3.99,Yes,2,1,No,[I] Lipid transport and metabolism,Integral Membrane Protein,1221,0.51,256,0.46,1477,0.5,0.41,No
b0378,yaiW,2316.12,1671.79,2647.85,3417.26,2.72,2.41,2.15,1.87,Yes,2,2,No,NA,Outer membrane Lipoprotein,1095,0.53,34,0.38,1129,0.53,0.36,Yes
b0380,yaiZ,1458.84,702.72,749.09,557.49,3.26,3.78,4.18,5.04,No,1,NA,No,NA,Integral Membrane Protein,213,0.49,29,0.48,242,0.49,0.36,No
b0381,ddlA,1023.1,1586.14,2648.09,2611.25,3.8,2.66,2.27,2.53,No,1,NA,No,[M] Cell wall/membrane/envelope biogenesis,Cytoplasmic,1095,0.51,NA,NA,NA,NA,0.43,No
b0383,phoA,205.01,348.76,509.09,407.9,9.63,6.42,5.79,8.11,Yes,2,1,No,NA,Periplasmic,1416,0.53,NA,NA,NA,NA,0.4,No
b0384,psiF,585.6,242.17,346.3,468.59,6.53,9.43,9.67,6.46,Yes,2,2,No,NA,Unknown,321,0.48,NA,NA,NA,NA,0.37,Yes
b0386,proC,2063.65,2640.65,4323.45,4625.3,3.04,2.3,1.96,2.12,No,1,NA,No,[E] Amino acid transport and metabolism,Unknown,810,0.55,672,0.5,1482,0.52,0.44,No
b0387,yaiI,246.76,606.2,574.07,806.75,8.46,4.19,4.69,3.78,No,1,NA,No,[S] Function unknown,Cytoplasmic,459,0.56,NA,NA,NA,NA,0.36,No
b0388,aroL,1674.37,3965.51,4170.06,4426.15,3.11,2,1.84,1.77,Yes,3,1,No,[E] Amino acid transport and metabolism,Unknown,525,0.52,127,0.4,652,0.5,0.31,No
b0389,yaiA,863.89,1845.69,1786.62,3594.4,4.46,2.85,2.81,1.98,Yes,3,2,No,NA,Cytoplasmic,192,0.48,58,0.4,250,0.46,0.33,No
b0390,aroM,505.76,574.62,756.2,1583.52,5.6,4.12,3.96,2.61,Yes,3,3,No,NA,Cytoplasmic,678,0.46,326,0.42,1004,0.45,0.34,No
b0391,yaiE,1918.41,2701.56,4724.44,4012.12,4.13,4.16,4.02,3.13,No,1,NA,No,[S] Function unknown,Cytoplasmic,285,0.52,429,0.46,714,0.49,0.45,No
b0393,rdgC,815.31,1334.5,1530.6,2831.3,4.53,3.03,2.62,2.31,No,1,NA,No,"[L] Replication, recombination and repair",Cytoplasmic,912,0.52,NA,NA,NA,NA,0.49,No
b0394,mak,3063.02,2680.9,2979.2,3080.58,2.64,2.46,2.24,2.27,No,1,NA,No,[G] Carbohydrate transport and metabolism,Cytoplasmic,909,0.56,91,0.46,1000,0.55,0.34,No
b0396,araJ,82.91,191.27,277.61,394.3,20.09,11.2,8.52,7.42,No,1,NA,No,NA,Integral Membrane Protein,1185,0.51,46,0.52,1231,0.51,0.26,No
b0397,sbcC,585.33,926.22,1086.07,1516.72,4.85,3.29,3.67,2.65,Yes,2,2,No,"[L] Replication, recombination and repair",Cytoplasmic,3147,0.54,530,0.52,3677,0.54,0.38,No
b0398,sbcD,522.77,730.46,1089.32,1202.1,5.55,3.83,3.15,3.22,Yes,2,1,No,"[L] Replication, recombination and repair",Cytoplasmic,1203,0.53,24,0.5,1227,0.53,0.39,No
b0399,phoB,872.91,942.97,1550.02,1533.45,4.45,3.52,2.88,3.01,Yes,2,1,No,[K] Transcription,Cytoplasmic,690,0.54,41,0.37,731,0.53,0.34,No
